site_name,latitude,longitude,site_type,population,state,source_sheet
face to face,12.11548,12.82431,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.11256,12.83307,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.11504,12.82843,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.11584,12.82752,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.11532,12.82433,Returnees,Returnees,Borno,Data
face to face,12.11315,12.82666,Returnees,Returnees,Borno,Data
face to face,12.11506,12.82982,Returnees,Returnees,Borno,Data
face to face,12.12092,12.82501,IDPs,IDPs in camp,Borno,Data
face to face,12.11887,12.83561,IDPs,IDPs in camp,Borno,Data
face to face,11.86448,13.11843,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.88966,13.10277,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.89986,13.08797,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86807,13.10605,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.88638,13.10826,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86502,13.10721,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85532,13.132,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.852356,13.109825,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86052,13.12747,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84851,13.11132,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.88463,13.09222,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85081,13.11643,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.8772,13.10735,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.847629,13.109004,IDPs,IDPs in camp,Borno,Data
face to face,11.86622,13.11681,IDPs,IDPs in camp,Borno,Data
face to face,11.855489,13.140317,IDPs,IDPs in camp,Borno,Data
face to face,11.84704,13.109935,IDPs,IDPs in camp,Borno,Data
face to face,11.87609,13.11325,IDPs,IDPs in camp,Borno,Data
face to face,11.89481,13.08895,IDPs,IDPs in camp,Borno,Data
face to face,11.88656,13.11039,IDPs,IDPs in camp,Borno,Data
face to face,11.85974,13.11743,IDPs,IDPs in camp,Borno,Data
face to face,11.85881,13.11918,IDPs,IDPs in camp,Borno,Data
face to face,11.85843,13.12143,IDPs,IDPs in camp,Borno,Data
face to face,11.83752,13.09972,IDPs,IDPs in camp,Borno,Data
face to face,11.87339,13.11308,IDPs,IDPs in camp,Borno,Data
face to face,11.87709,13.0972,IDPs,IDPs in camp,Borno,Data
face to face,11.8587,13.11917,IDPs,IDPs in camp,Borno,Data
face to face,11.879385,13.120029,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.873646,13.12383,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.870965,13.132457,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.873494,13.127689,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86934,13.138925,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.872919,13.13397,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.871301,13.128544,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.886328,13.130132,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.878697,13.134726,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.870228,13.135101,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.876419,13.139593,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.868915,13.138418,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.873668,13.139998,IDPs,IDPs in camp,Borno,Data
face to face,11.865151,13.146608,IDPs,IDPs in camp,Borno,Data
face to face,11.885187,13.120158,IDPs,IDPs in camp,Borno,Data
face to face,11.8369,13.15797,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83547,13.15787,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.8355,13.155815,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83755,13.16008,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.8537,13.15922,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84266,13.15332,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84434,13.15469,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.8435,13.15406,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84113,13.15652,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84491,13.15613,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85268,13.16987,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85403,13.16827,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85351,13.16894,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85775,13.18104,IDPs,IDPs in camp,Borno,Data
face to face,11.85737,13.16797,IDPs,IDPs in camp,Borno,Data
face to face,11.83688,13.14378,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83529,13.16712,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84169,13.17135,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84159,13.17123,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82674,13.17269,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82823,13.16957,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82085,13.16991,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83029,13.16428,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.8253,13.16108,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82731,13.16305,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83314,13.16734,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83515,13.17593,IDPs,IDPs in camp,Borno,Data
face to face,11.82784,13.16887,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82082,13.17727,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82279,13.17605,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82275,13.17587,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82457,13.17519,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84165,13.15251,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84045,13.15171,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84245,13.15038,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84211,13.14973,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.847194,13.121034,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85651,13.14989,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84156,13.13937,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.837768,13.113225,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.86854,13.15871,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85103,13.15745,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84466,13.13659,IDPs,IDPs in camp,Borno,Data
face to face,11.849397,13.140029,IDPs,IDPs in camp,Borno,Data
face to face,11.844172,13.117595,IDPs,IDPs in camp,Borno,Data
face to face,11.84896,13.14325,IDPs,IDPs in camp,Borno,Data
face to face,11.859778,13.156869,IDPs,IDPs in camp,Borno,Data
face to face,11.85911,13.154832,IDPs,IDPs in camp,Borno,Data
face to face,11.861814,13.157589,IDPs,IDPs in camp,Borno,Data
face to face,11.861418,13.15608,IDPs,IDPs in camp,Borno,Data
face to face,11.85038,13.16359,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84617,13.16259,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84871,13.16408,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84087,13.16214,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84572,13.16352,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84414,13.16487,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84341,13.16508,IDPs,IDPs in camp,Borno,Data
face to face,11.84392,13.14909,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85105,13.14951,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85225,13.1466,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84887,13.1506,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84996,13.14671,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84769,13.15179,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.79153,13.1273,IDPs,IDPs Resettled,Borno,Data
face to face,11.80774,13.13229,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.79097,13.13214,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.79419,13.14185,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.80658,13.16301,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.8018,13.1187,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82514,13.11858,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.79864,13.13423,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.83227,13.09082,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.82657,13.11143,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.79704,13.12343,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.81755,13.1162,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.80833,13.13658,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.79343,13.10725,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.78518,13.1248,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.76665,13.11095,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.8003,13.13363,IDPs,IDPs in camp,Borno,Data
remotely  phone call,11.79,13.13433,IDPs,IDPs in camp,Borno,Data
face to face,11.78821,13.13046,IDPs,IDPs in camp,Borno,Data
face to face,11.79932,13.13605,IDPs,IDPs in camp,Borno,Data
face to face,11.79117,13.13416,IDPs,IDPs in camp,Borno,Data
remotely  phone call,11.79723,13.11242,IDPs,IDPs in camp,Borno,Data
remotely  phone call,11.80198,13.11588,IDPs,IDPs in camp,Borno,Data
remotely  phone call,11.80155,13.11315,IDPs,IDPs in camp,Borno,Data
face to face,11.79455,13.13392,IDPs,IDPs in camp,Borno,Data
face to face,11.78785,13.1313,IDPs,IDPs in camp,Borno,Data
face to face,11.80055,13.12229,IDPs,IDPs in camp,Borno,Data
face to face,11.79557,13.12233,IDPs,IDPs in camp,Borno,Data
remotely  phone call,11.80332,13.1189,IDPs,IDPs in camp,Borno,Data
remotely  phone call,11.79791,13.12197,IDPs,IDPs in camp,Borno,Data
remotely  phone call,11.79873,13.11313,IDPs,IDPs in camp,Borno,Data
remotely  phone call,11.80175,13.12033,IDPs,IDPs in camp,Borno,Data
face to face,11.79777,13.13867,IDPs,IDPs in camp,Borno,Data
remotely  phone call,11.79785,13.1358,IDPs,IDPs in camp,Borno,Data
face to face,11.79872,13.11963,IDPs,IDPs in camp,Borno,Data
face to face,11.85155,13.15701,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85117,13.15719,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85319,13.15925,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85582,13.1582,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85596,13.16123,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.85598,13.16136,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84515,13.15681,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84503,13.15788,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84375,13.15944,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.84573,13.16028,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,13.109664,12.505686,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,13.10582,12.507046,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,13.106793,12.512799,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,13.11439,12.50328,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,13.11483,12.50346,Returnees,Returnees,Borno,Data
face to face,13.10648,12.50633,Returnees,Returnees,Borno,Data
face to face,13.10502,12.51377,Returnees,Returnees,Borno,Data
face to face,13.1104,12.50907,Returnees,Returnees,Borno,Data
face to face,13.112261,12.517816,IDPs,IDPs in camp,Borno,Data
face to face,13.099033,12.506668,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,13.103736,12.513439,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,13.095111,12.511608,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,13.08006,12.52159,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,13.097144,12.519182,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,13.09589,12.51966,Returnees,Returnees,Borno,Data
face to face,13.0991,12.5068,Returnees,Returnees,Borno,Data
face to face,13.10188,12.511,Returnees,Returnees,Borno,Data
face to face,13.10183,12.50914,Returnees,Returnees,Borno,Data
face to face,13.08004,12.52161,Returnees,Returnees,Borno,Data
face to face,12.67354,13.61743,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.66666,13.60677,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.67293,13.60385,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.66691,13.61369,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.66454,13.62051,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.67002,13.61311,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.67585,13.62428,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.66782,13.59978,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.66669,13.61669,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.6664,13.60936,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.6734,13.60743,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.67408,13.6148,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.61148,13.66834,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.66785,13.5998,Returnees,Returnees,Borno,Data
face to face,12.66668,13.61671,Returnees,Returnees,Borno,Data
face to face,12.66639,13.60938,Returnees,Returnees,Borno,Data
face to face,12.6736,13.60746,Returnees,Returnees,Borno,Data
face to face,12.67441,13.60493,Returnees,Returnees,Borno,Data
face to face,12.67579,13.6209,Returnees,Returnees,Borno,Data
face to face,12.67411,13.6151,Returnees,Returnees,Borno,Data
face to face,12.61145,13.66835,Returnees,Returnees,Borno,Data
face to face,12.66617,13.61985,Returnees,Returnees,Borno,Data
face to face,12.6729,13.62045,Returnees,Returnees,Borno,Data
face to face,12.66085,13.61463,Returnees,Returnees,Borno,Data
face to face,12.67357,13.61231,Returnees,Returnees,Borno,Data
face to face,12.66722,13.60047,Returnees,Returnees,Borno,Data
face to face,12.67954,13.62306,IDPs,IDPs in camp,Borno,Data
face to face,12.68552,13.62026,IDPs,IDPs in camp,Borno,Data
face to face,12.66375,13.61947,IDPs,IDPs in camp,Borno,Data
face to face,12.67141,13.62468,IDPs,IDPs in camp,Borno,Data
face to face,12.67214,13.61943,IDPs,IDPs in camp,Borno,Data
face to face,12.68426,13.61469,IDPs,IDPs in camp,Borno,Data
face to face,12.67309,13.60536,IDPs,IDPs in camp,Borno,Data
face to face,12.66615,13.62409,IDPs,IDPs in camp,Borno,Data
face to face,12.68006,13.61071,IDPs,IDPs in camp,Borno,Data
face to face,12.67,13.60701,IDPs,IDPs in camp,Borno,Data
face to face,12.67535,13.60172,IDPs,IDPs in camp,Borno,Data
face to face,12.66566,13.6268,IDPs,IDPs in camp,Borno,Data
face to face,12.37509,14.21556,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.37355,14.21753,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.37357,14.21755,Returnees,Returnees,Borno,Data
face to face,12.37511,14.2155,Returnees,Returnees,Borno,Data
face to face,12.37509,14.21556,IDPs,IDPs Resettled,Borno,Data
face to face,12.37509,14.21556,IDPs,Integrated,Borno,Data
face to face,12.3749,14.20691,IDPs,IDPs Resettled,Borno,Data
face to face,12.3749,14.20691,IDPs,Integrated,Borno,Data
face to face,12.37949,14.20404,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.3749,14.20691,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.37399,14.20028,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.37488,14.2071,Returnees,Returnees,Borno,Data
face to face,12.37147,14.19866,Returnees,Returnees,Borno,Data
face to face,12.38086,14.20381,Returnees,Returnees,Borno,Data
face to face,12.37949,14.20404,IDPs,IDPs Resettled,Borno,Data
face to face,12.37949,14.20404,IDPs,Integrated,Borno,Data
face to face,12.34336,14.1882,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.34,14.18698,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.33983,14.18625,Returnees,Returnees,Borno,Data
face to face,12.34223,14.1883,Returnees,Returnees,Borno,Data
face to face,12.35903,14.1704,IDPs,IDPs in camp,Borno,Data
face to face,12.34706,14.34706,IDPs,IDPs in camp,Borno,Data
face to face,12.35231,14.17489,IDPs,IDPs in camp,Borno,Data
face to face,12.34825,14.18891,IDPs,IDPs in camp,Borno,Data
face to face,12.3663,14.20805,IDPs,IDPs Resettled,Borno,Data
face to face,12.3663,14.20805,IDPs,Integrated,Borno,Data
face to face,12.3663,14.20805,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.37221,14.21832,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.36534,14.21466,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.36822,14.21085,Returnees,Returnees,Borno,Data
face to face,12.37224,14.21836,Returnees,Returnees,Borno,Data
face to face,12.36532,14.21452,Returnees,Returnees,Borno,Data
face to face,12.37221,14.21832,IDPs,IDPs Resettled,Borno,Data
face to face,12.37221,14.21832,IDPs,Integrated,Borno,Data
face to face,12.36534,14.21466,IDPs,IDPs Resettled,Borno,Data
face to face,12.36534,14.21466,IDPs,Integrated,Borno,Data
face to face,12.39405,14.19257,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.39324,14.19078,Returnees,Returnees,Borno,Data
face to face,12.39405,14.19257,IDPs,IDPs Resettled,Borno,Data
face to face,12.39405,14.19257,IDPs,Integrated,Borno,Data
face to face,10.08975,11.96592,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.08767,11.95846,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.0904,11.98521,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.08773,11.95863,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.08654,11.95693,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.08752,11.9574,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.33294,12.17821,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.32892,12.17843,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.22087,11.82167,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.05986,11.94209,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.0496,11.9229,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.04698,11.91499,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.13379,12.06259,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.27526,12.14238,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.06103,11.82708,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.10237,12.02952,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.18447,11.96274,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.21643,12.06017,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.227399,12.052203,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.21692,12.06683,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.24124,11.97156,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.8463,10.76098,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.84459,10.76196,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.699419,11.101292,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.86636,11.03306,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.86341,11.0366,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.88077,11.03134,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.87211,11.03252,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.88994,11.03299,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.88942,11.04278,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.88179,11.04068,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.87679,11.04181,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.88107,11.05028,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.87982,11.04732,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.88238,11.04039,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.86701,11.04286,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.84303,10.87739,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.87445,10.86285,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.84071,10.90928,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.85416,10.95612,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.88259,11.03097,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.87863,11.03681,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.87821,11.0505,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.76775,11.51137,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.76731,11.50531,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.76956,11.50971,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.76931,11.51027,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.76758,11.50887,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.49626,11.49746,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.49782,11.50642,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.49632,11.49743,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,12.49921,11.50512,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,12.49237,11.49531,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.81617,11.055542,IDPs,Integrated,Yobe,Data
face to face,12.81673,11.05393,IDPs,Integrated,Yobe,Data
face to face,12.81746,11.05487,IDPs,IDPs Resettled,Yobe,Data
face to face,12.81371,11.04101,IDPs,Integrated,Yobe,Data
face to face,12.82015,11.05681,IDPs,Integrated,Yobe,Data
face to face,12.79465,11.39431,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.79458,11.39343,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.79426,11.39318,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,12.81805,11.58632,IDPs,Integrated,Yobe,Data
face to face,12.81824,11.58753,IDPs,Integrated,Yobe,Data
face to face,12.81903,11.58821,IDPs,Integrated,Yobe,Data
face to face,12.81703,11.58552,IDPs,IDPs Resettled,Yobe,Data
face to face,12.84321,11.52423,IDPs,Integrated,Yobe,Data
face to face,12.84227,11.52314,IDPs,IDPs Resettled,Yobe,Data
face to face,12.84132,11.52357,IDPs,IDPs Resettled,Yobe,Data
face to face,12.84615,11.52331,IDPs,Integrated,Yobe,Data
face to face,11.74774,11.95832,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.74645,11.95528,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.75495,11.95778,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.79215,12.14163,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.72998,11.98092,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.70929,11.95248,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.70743,11.94323,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.69237,11.94461,IDPs,IDPs in camp,Yobe,Data
face to face,11.68608,12.04774,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.73333,12.01289,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.63907,12.05818,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.71258,12.03878,Returnees,Returnees,Yobe,Data
face to face,11.63922,12.05896,Returnees,Returnees,Yobe,Data
face to face,11.77258,12.15667,Returnees,Returnees,Yobe,Data
face to face,11.68494,12.04841,Returnees,Returnees,Yobe,Data
face to face,11.66325,11.93567,IDPs,IDPs in camp,Yobe,Data
face to face,11.9374,11.85637,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.93924,11.75474,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.93241,11.85844,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.75935,12.23241,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.75761,12.23176,Returnees,Returnees,Yobe,Data
remotely  phone call,11.74533,12.18555,IDPs,IDPs in camp,Yobe,Data
remotely  phone call,11.72166,12.12622,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.7387,12.01221,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.72412,12.12533,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.71751,12.12621,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.75865,12.00268,IDPs,IDPs dispersed in Host Communities,Yobe,Data
remotely  phone call,11.73006,12.07347,Returnees,Returnees,Yobe,Data
remotely  phone call,11.72656,12.03608,IDPs,IDPs in camp,Yobe,Data
remotely  phone call,11.72652,12.03586,IDPs,IDPs in camp,Yobe,Data
face to face,11.7298,11.91611,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.70308,11.83899,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.7273,11.91341,IDPs,IDPs in camp,Yobe,Data
face to face,11.7431,11.93943,IDPs,Integrated,Yobe,Data
face to face,11.74153,11.94976,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.74278,11.94858,IDPs,Integrated,Yobe,Data
face to face,11.74516,11.95749,IDPs,IDPs dispersed in Host Communities,Yobe,Data
face to face,11.75789,11.96639,IDPs,Integrated,Yobe,Data
face to face,11.74715,11.96828,IDPs,IDPs dispersed in Host Communities,Yobe,Data
